timestamp,value,temperature,demand_factor,operational_efficiency,energy_price,hour,day_of_week,month,is_weekend,quarter,lag_1h,lag_24h,lag_48h,lag_168h,rolling_mean_24h,rolling_std_24h,demand_factor_operational_efficiency_interaction,temperature_demand_factor_interaction,temperature_squared
2022-01-08 11:00:00,1306.42,29.43,0.6454,0.8139,101.14,11,5,1,1,1,1325.45,1347.53,1290.68,1346.72,1319.4704166666668,70.96471177430487,0.5252910599999999,18.994121999999997,866.1249
2022-01-08 12:00:00,1331.52,23.18,0.7241,0.8789,94.65,12,5,1,1,1,1306.42,1366.3,1304.83,1293.24,1318.02125,70.31901154969474,0.63641149,16.784637999999998,537.3124
2022-01-08 13:00:00,1329.16,18.16,0.7491,0.8332,84.96,13,5,1,1,1,1331.52,1360.94,1270.7,1317.51,1316.6970833333332,69.77277670685083,0.62415012,13.603655999999999,329.7856
2022-01-08 14:00:00,1344.19,15.81,0.8175,0.8107,82.24,14,5,1,1,1,1329.16,1351.31,1287.4,1319.59,1316.4004166666666,69.63420657913612,0.66274725,12.924675,249.95610000000002
2022-01-08 15:00:00,1366.5,17.27,0.8111,0.8221,85.91,15,5,1,1,1,1344.19,1362.61,1340.86,1313.99,1316.5625,69.75087185055862,0.6668053100000001,14.007697,298.2529
2022-01-08 16:00:00,1347.14,14.6,0.8352,0.807,75.11,16,5,1,1,1,1366.5,1387.16,1333.57,1353.74,1314.8950000000002,68.45610399309213,0.6740064000000001,12.19392,213.16
2022-01-08 17:00:00,1345.79,15.69,0.8198,0.8643,86.49,17,5,1,1,1,1347.14,1379.26,1287.74,1325.15,1313.5004166666665,67.42095181245291,0.7085531399999999,12.862661999999998,246.1761
2022-01-08 18:00:00,1376.08,14.94,0.8099,0.8587,81.59,18,5,1,1,1,1345.79,1427.78,1346.68,1339.84,1311.34625,64.36764639721866,0.69546113,12.099905999999999,223.2036
2022-01-08 19:00:00,1332.75,14.13,0.7409,0.8518,76.61,19,5,1,1,1,1376.08,1368.45,1324.41,1303.79,1309.85875,63.395802310117176,0.63109862,10.468917000000001,199.65690000000004
2022-01-08 20:00:00,1381.25,13.39,0.8188,0.848,80.45,20,5,1,1,1,1332.75,1402.05,1318.5,1343.61,1308.9920833333333,62.21180357590224,0.6943423999999999,10.963732,179.2921
2022-01-08 21:00:00,1363.56,13.34,0.8497,0.8618,83.8,21,5,1,1,1,1381.25,1412.28,1315.39,1340.88,1306.9620833333333,59.42750709746125,0.73227146,11.334998,177.9556
2022-01-08 22:00:00,1325.84,17.14,0.901,0.832,80.64,22,5,1,1,1,1363.56,1330.07,1246.66,1347.82,1306.7858333333331,59.36223077642542,0.749632,15.443140000000001,293.7796
2022-01-08 23:00:00,1327.6,21.69,0.8705,0.8452,90.4,23,5,1,1,1,1325.84,1361.2,1283.29,1305.54,1305.3858333333335,58.411732064317206,0.7357466,18.881145000000004,470.45610000000005
2022-01-09 00:00:00,1288.3,22.49,0.9058,0.8204,94.22,0,6,1,1,1,1327.6,1153.48,1227.11,1234.74,1311.0033333333333,48.871433966797,0.7431183200000001,20.371442,505.80009999999993
2022-01-09 01:00:00,1250.3,21.65,0.7996,0.8335,97.73,1,6,1,1,1,1288.3,1210.76,1277.21,1250.54,1312.6508333333334,45.922722888960145,0.6664666,17.311339999999998,468.7224999999999
2022-01-09 02:00:00,1282.15,26.43,0.8418,0.8455,90.55,2,6,1,1,1,1250.3,1238.34,1264.89,1271.17,1314.47625,43.65519460225631,0.7117419,22.248774,698.5449
2022-01-09 03:00:00,1311.43,28.52,0.8863,0.7748,94.5,3,6,1,1,1,1282.15,1230.97,1269.52,1254.3,1317.82875,39.89066146709807,0.68670524,25.277276,813.3904
2022-01-09 04:00:00,1304.01,27.26,0.9292,0.824,90.87,4,6,1,1,1,1311.43,1245.39,1250.56,1323.66,1320.27125,36.94855298837572,0.7656608,25.329992,743.1076
2022-01-09 05:00:00,1295.49,30.15,0.8698,0.8396,89.36,5,6,1,1,1,1304.01,1226.05,1260.36,1235.19,1323.1645833333334,31.57809601044631,0.73028408,26.22447,909.0224999999999
2022-01-09 06:00:00,1370.44,30.24,0.8785,0.8347,95.9,6,6,1,1,1,1295.49,1313.31,1327.61,1343.35,1325.5449999999998,32.927397341001935,0.7332839499999999,26.565839999999998,914.4576
2022-01-09 07:00:00,1390.68,27.58,0.9221,0.8271,92.97,7,6,1,1,1,1370.44,1300.84,1337.9,1330.12,1329.2883333333334,35.03590737796246,0.7626689099999999,25.431518,760.6564
2022-01-09 08:00:00,1364.23,29.79,0.8363,0.8479,105.66,8,6,1,1,1,1390.68,1290.0,1321.92,1323.64,1332.3812500000001,34.691560345986254,0.70909877,24.913377,887.4440999999999
2022-01-09 09:00:00,1403.97,28.93,0.9774,0.8219,92.97,9,6,1,1,1,1364.23,1316.87,1340.74,1395.04,1336.0104166666667,37.444945148981525,0.80332506,28.276182000000002,836.9449
2022-01-09 10:00:00,1380.68,28.33,0.857,0.8115,95.49,10,6,1,1,1,1403.97,1325.45,1365.74,1344.65,1338.3116666666667,38.45132515008034,0.6954555,24.278809999999996,802.5888999999999
2022-01-09 11:00:00,1373.62,26.35,0.8087,0.8596,87.7,11,6,1,1,1,1380.68,1306.42,1347.53,1374.0,1341.1116666666667,38.474746846829895,0.69515852,21.309245,694.3225000000001
2022-01-09 12:00:00,1388.29,19.43,0.9083,0.8567,97.2,12,6,1,1,1,1373.62,1331.52,1366.3,1359.45,1343.4770833333334,39.58839953925681,0.77814061,17.648269,377.5249
2022-01-09 13:00:00,1415.28,18.25,0.9955,0.8238,84.76,13,6,1,1,1,1388.29,1329.16,1360.94,1377.82,1347.0654166666666,42.06010419668934,0.8200929,18.167875000000002,333.0625
2022-01-09 14:00:00,1452.19,19.24,0.9423,0.8343,77.14,14,6,1,1,1,1415.28,1344.19,1351.31,1342.51,1351.5654166666666,47.20220812624026,0.7861608900000001,18.129852,370.1775999999999
2022-01-09 15:00:00,1415.85,17.59,0.9525,0.8525,84.67,15,6,1,1,1,1452.19,1366.5,1362.61,1379.94,1353.6216666666667,48.924566752136016,0.81200625,16.754475,309.4081
2022-01-09 16:00:00,1416.24,16.33,0.9186,0.8364,81.07,16,6,1,1,1,1415.85,1347.14,1387.16,1398.92,1356.5008333333333,50.53332846975399,0.76831704,15.000737999999998,266.66889999999995
2022-01-09 17:00:00,1427.97,22.22,0.91,0.8461,84.82,17,6,1,1,1,1416.24,1345.79,1379.26,1399.29,1359.925,52.52118388347616,0.7699509999999999,20.2202,493.72839999999997
2022-01-09 18:00:00,1357.26,15.39,0.8411,0.8449,77.73,18,6,1,1,1,1427.97,1376.08,1427.78,1357.44,1359.1408333333331,52.40987277691989,0.7106453899999999,12.944529,236.8521
2022-01-09 19:00:00,1360.34,16.81,0.8056,0.829,79.42,19,6,1,1,1,1357.26,1332.75,1368.45,1419.62,1360.2904166666665,52.107549522217255,0.6678424,13.542136,282.57609999999994
2022-01-09 20:00:00,1391.92,17.25,0.9283,0.8456,72.37,20,6,1,1,1,1360.34,1381.25,1402.05,1376.6,1360.735,52.339156179340506,0.78497048,16.013175,297.5625
2022-01-09 21:00:00,1383.62,17.93,0.9835,0.8159,85.71,21,6,1,1,1,1391.92,1363.56,1412.28,1358.13,1361.5708333333334,52.5459976481631,0.80243765,17.634155,321.4849
2022-01-09 22:00:00,1329.33,17.66,0.9341,0.843,83.96,22,6,1,1,1,1383.62,1325.84,1330.07,1324.19,1361.7162500000002,52.4475532493939,0.7874463,16.496206,311.8756
2022-01-09 23:00:00,1342.11,21.75,0.9467,0.8336,85.47,23,6,1,1,1,1329.33,1327.6,1361.2,1321.37,1362.3208333333332,52.11979027592093,0.78916912,20.590725,473.0625
2022-01-10 00:00:00,1445.67,20.77,0.9929,0.8278,87.57,0,0,1,0,1,1342.11,1288.3,1153.48,1362.74,1368.8779166666666,52.301375821889486,0.8219226199999999,20.622533,431.3929
2022-01-10 01:00:00,1409.99,23.92,0.928,0.81,89.92,1,0,1,0,1,1445.67,1250.3,1210.76,1330.92,1375.5316666666668,46.383057126563216,0.7516800000000001,22.197760000000002,572.1664000000001
2022-01-10 02:00:00,1410.07,25.37,0.9028,0.8375,98.03,2,0,1,0,1,1409.99,1282.15,1238.34,1430.48,1380.8616666666667,42.36121633375994,0.7560950000000001,22.904036,643.6369000000001
2022-01-10 03:00:00,1397.56,28.17,0.865,0.8356,91.26,3,0,1,0,1,1410.07,1311.43,1230.97,1387.13,1384.4504166666666,39.79395294669088,0.722794,24.367050000000003,793.5489000000001
2022-01-10 04:00:00,1442.74,33.91,1.0,0.8179,101.23,4,0,1,0,1,1397.56,1304.01,1245.39,1349.12,1390.2308333333333,37.61761126834755,0.8179,33.91,1149.8880999999997
2022-01-10 05:00:00,1384.52,26.36,0.925,0.8027,90.52,5,0,1,0,1,1442.74,1295.49,1226.05,1365.75,1393.9404166666666,31.81021950626118,0.7424975,24.383,694.8496
2022-01-10 06:00:00,1476.75,31.75,0.8473,0.8017,89.34,6,0,1,0,1,1384.52,1370.44,1313.31,1461.26,1398.37,35.574612344740494,0.6792804100000001,26.901775,1008.0625
2022-01-10 07:00:00,1447.13,26.89,0.8313,0.8294,105.67,7,0,1,0,1,1476.75,1390.68,1300.84,1439.41,1400.7220833333333,36.88604448948164,0.6894802200000001,22.353657000000002,723.0721
2022-01-10 08:00:00,1508.31,28.38,0.9476,0.8406,92.54,8,0,1,0,1,1447.13,1364.23,1290.0,1438.64,1406.725416666667,42.05166273703813,0.79655256,26.892888,805.4244
2022-01-10 09:00:00,1475.21,30.25,0.8278,0.8714,96.62,9,0,1,0,1,1508.31,1403.97,1316.87,1453.86,1409.6937500000001,44.30278996146744,0.72134492,25.04095,915.0625
2022-01-10 10:00:00,1507.76,26.55,0.9666,0.8334,92.72,10,0,1,0,1,1475.21,1380.68,1325.45,1424.15,1414.9887499999998,48.11456376395825,0.80556444,25.663230000000002,704.9025
2022-01-10 11:00:00,1420.3,22.35,0.7301,0.8017,93.4,11,0,1,0,1,1507.76,1373.62,1306.42,1462.24,1416.93375,47.30626484961688,0.58532117,16.317735,499.52250000000004
2022-01-10 12:00:00,1464.73,21.01,0.9327,0.83,89.38,12,0,1,0,1,1420.3,1388.29,1331.52,1462.28,1420.1187499999999,47.86387294351077,0.774141,19.596027,441.42010000000005
2022-01-10 13:00:00,1479.73,21.74,0.8792,0.8591,91.79,13,0,1,0,1,1464.73,1415.28,1329.16,1440.83,1422.8041666666668,49.3650422796916,0.75532072,19.113808,472.6275999999999
2022-01-10 14:00:00,1470.49,17.0,0.8538,0.8204,77.05,14,0,1,0,1,1479.73,1452.19,1344.19,1441.55,1423.5666666666666,49.97622388319838,0.7004575200000001,14.5146,289.0
2022-01-10 15:00:00,1455.3,17.25,0.8318,0.8563,85.51,15,0,1,0,1,1470.49,1415.85,1366.5,1456.34,1425.2104166666666,50.35868712927733,0.7122703399999999,14.34855,297.5625
2022-01-10 16:00:00,1490.55,15.65,0.9275,0.8374,80.35,16,0,1,0,1,1455.3,1416.24,1347.14,1431.98,1428.3066666666666,52.039554326427,0.7766885,14.515375,244.9225
2022-01-10 17:00:00,1458.65,13.46,0.8604,0.8468,71.98,17,0,1,0,1,1490.55,1427.97,1345.79,1481.12,1429.585,52.406452971403006,0.72858672,11.580984,181.1716
2022-01-10 18:00:00,1458.46,18.79,0.7718,0.8709,76.68,18,0,1,0,1,1458.65,1357.26,1376.08,1425.65,1433.8016666666665,50.36569248715392,0.6721606200000001,14.502122,353.0641
2022-01-10 19:00:00,1429.31,16.06,0.7225,0.7969,71.69,19,0,1,0,1,1458.46,1360.34,1332.75,1450.95,1436.6754166666667,47.89913523583694,0.5757602500000001,11.603349999999999,257.92359999999996
2022-01-10 20:00:00,1471.2,11.55,0.8087,0.8515,72.37,20,0,1,0,1,1429.31,1391.92,1381.25,1442.72,1439.9787500000002,47.40965589711693,0.68860805,9.340485000000001,133.4025
2022-01-10 21:00:00,1448.81,17.25,0.7908,0.8316,80.18,21,0,1,0,1,1471.2,1383.62,1363.56,1448.53,1442.695,45.88319091667541,0.65762928,13.6413,297.5625
2022-01-10 22:00:00,1389.12,17.22,0.7057,0.8145,90.4,22,0,1,0,1,1448.81,1329.33,1325.84,1412.7,1445.18625,40.80220122073026,0.57479265,12.152154,296.5284
2022-01-10 23:00:00,1417.14,22.19,0.7696,0.8314,88.47,23,0,1,0,1,1389.12,1342.11,1327.6,1370.74,1448.3125,35.02680194291614,0.63984544,17.077424,492.39610000000005
2022-01-11 00:00:00,1346.88,20.98,0.7341,0.8672,96.03,0,1,1,0,1,1417.14,1445.67,1288.3,1354.54,1444.19625,40.69670030556906,0.63661152,15.401418,440.16040000000004
2022-01-11 01:00:00,1360.69,24.42,0.7536,0.86,92.53,1,1,1,0,1,1346.88,1409.99,1250.3,1340.72,1442.1420833333334,43.63636716031369,0.648096,18.402912000000004,596.3364000000001
2022-01-11 02:00:00,1357.4,27.6,0.7795,0.7932,102.35,2,1,1,0,1,1360.69,1410.07,1282.15,1313.0,1439.9475000000002,46.54687298608821,0.6182993999999999,21.5142,761.7600000000001
2022-01-11 03:00:00,1359.98,29.99,0.8078,0.8177,103.93,3,1,1,0,1,1357.4,1397.56,1311.43,1296.36,1438.3816666666664,48.620678519643874,0.6605380599999999,24.225921999999997,899.4001
2022-01-11 04:00:00,1351.8,27.14,0.7684,0.8519,93.57,4,1,1,0,1,1359.98,1442.74,1304.01,1267.1,1434.5925,51.71162591089385,0.65459996,20.854376,736.5796
2022-01-11 05:00:00,1351.89,29.68,0.6765,0.8326,99.71,5,1,1,0,1,1351.8,1384.52,1295.49,1303.46,1433.2329166666668,53.48392968548446,0.5632539,20.07852,880.9024
2022-01-11 06:00:00,1450.9,29.68,0.7206,0.8326,96.12,6,1,1,0,1,1351.89,1476.75,1370.44,1386.79,1432.1558333333335,52.825699272452425,0.5999715600000001,21.387408,880.9024
2022-01-11 07:00:00,1397.19,29.06,0.6948,0.8015,98.7,7,1,1,0,1,1450.9,1447.13,1390.68,1402.13,1430.0749999999998,53.192521785617835,0.5568822,20.190887999999998,844.4835999999999
2022-01-11 08:00:00,1380.86,33.11,0.6144,0.8179,106.75,8,1,1,0,1,1397.19,1508.31,1364.23,1379.57,1424.7645833333333,51.37323317424871,0.5025177599999999,20.342783999999998,1096.2721
2022-01-11 09:00:00,1446.29,29.13,0.6903,0.8055,93.69,9,1,1,0,1,1380.86,1475.21,1403.97,1379.24,1423.5595833333334,50.469777394535676,0.55603665,20.108439,848.5568999999999
2022-01-11 10:00:00,1421.92,24.15,0.7525,0.7996,88.93,10,1,1,0,1,1446.29,1507.76,1380.68,1361.78,1419.9829166666666,47.17751900873115,0.601699,18.172874999999998,583.2225
2022-01-11 11:00:00,1415.32,26.59,0.6505,0.8074,86.88,11,1,1,0,1,1421.92,1420.3,1373.62,1381.18,1419.7754166666666,47.18701451617408,0.5252137,17.296795,707.0281
2022-01-11 12:00:00,1372.49,26.94,0.5584,0.8139,87.95,12,1,1,0,1,1415.32,1464.73,1388.29,1336.18,1415.9320833333334,47.12269682797149,0.45448175999999996,15.043296000000002,725.7636000000001
2022-01-11 13:00:00,1389.18,22.7,0.6289,0.8172,106.1,13,1,1,0,1,1372.49,1479.73,1415.28,1368.27,1412.1591666666666,45.38553637800439,0.51393708,14.27603,515.29
2022-01-11 14:00:00,1398.91,15.68,0.5559,0.8155,92.35,14,1,1,0,1,1389.18,1470.49,1452.19,1390.74,1409.1766666666665,43.70655404704167,0.45333644999999995,8.716512,245.86239999999998
2022-01-11 15:00:00,1430.02,16.1,0.6491,0.8527,68.59,15,1,1,0,1,1398.91,1455.3,1415.85,1382.05,1408.1233333333332,42.842735842766366,0.55348757,10.450510000000001,259.21000000000004
2022-01-11 16:00:00,1367.81,18.34,0.6215,0.8141,81.21,16,1,1,0,1,1430.02,1490.55,1416.24,1352.29,1403.0091666666667,39.79283144057803,0.50596315,11.39831,336.3556
2022-01-11 17:00:00,1404.87,13.61,0.5761,0.8607,77.28,17,1,1,0,1,1367.81,1458.65,1427.97,1351.68,1400.7683333333334,37.99705099159993,0.49584926999999995,7.8407209999999985,185.23209999999997
2022-01-11 18:00:00,1385.89,15.65,0.5575,0.8224,85.05,18,1,1,0,1,1404.87,1458.46,1357.26,1333.79,1397.7445833333334,36.043722359909395,0.458488,8.724875,244.9225
2022-01-11 19:00:00,1368.9,16.59,0.553,0.8408,74.59,19,1,1,0,1,1385.89,1429.31,1360.34,1363.33,1395.2275,35.852369790091544,0.46496240000000005,9.17427,275.2281
2022-01-11 20:00:00,1390.42,14.0,0.5537,0.8414,76.34,20,1,1,0,1,1368.9,1471.2,1391.92,1358.06,1391.8616666666667,31.99417401676016,0.46588318,7.751799999999999,196.0
2022-01-11 21:00:00,1350.06,17.02,0.5044,0.8139,80.28,21,1,1,0,1,1390.42,1448.81,1383.62,1401.42,1387.7470833333334,30.674572741320173,0.41053115999999995,8.584888,289.68039999999996
2022-01-11 22:00:00,1294.72,12.32,0.4636,0.8252,81.78,22,1,1,0,1,1350.06,1389.12,1329.33,1313.13,1383.81375,36.068909388235326,0.38256272,5.711552,151.7824
2022-01-11 23:00:00,1344.15,18.69,0.58,0.8217,90.94,23,1,1,0,1,1294.72,1417.14,1342.11,1248.37,1380.7725,36.21362729932076,0.47658599999999995,10.8402,349.31610000000006
2022-01-12 00:00:00,1310.45,22.32,0.494,0.8391,88.63,0,2,1,0,1,1344.15,1346.88,1445.67,1257.96,1379.2545833333334,38.393880397700684,0.4145154,11.02608,498.18240000000003
2022-01-12 01:00:00,1290.21,22.41,0.5121,0.829,97.94,1,2,1,0,1,1310.45,1360.69,1409.99,1269.58,1376.3179166666666,42.36558744805765,0.4245309,11.476161,502.2081
2022-01-12 02:00:00,1258.17,30.11,0.5086,0.8166,91.32,2,2,1,0,1,1290.21,1357.4,1410.07,1234.9,1372.1833333333334,48.66574410481693,0.41532276,15.313946000000001,906.6120999999999
2022-01-12 03:00:00,1305.81,25.65,0.5012,0.8338,101.8,3,2,1,0,1,1258.17,1359.98,1397.56,1314.34,1369.9262500000002,50.47874660923429,0.41790056,12.85578,657.9224999999999
2022-01-12 04:00:00,1267.26,28.91,0.4175,0.8382,93.31,4,2,1,0,1,1305.81,1351.8,1442.74,1267.96,1366.4037500000002,54.58156822292714,0.34994849999999994,12.069925,835.7881
2022-01-12 05:00:00,1243.92,30.87,0.3837,0.8683,103.19,5,2,1,0,1,1267.26,1351.89,1384.52,1249.88,1361.905,60.00952265012419,0.33316671,11.844819,952.9569
2022-01-12 06:00:00,1337.32,33.77,0.4296,0.8326,97.99,6,2,1,0,1,1243.92,1450.9,1476.75,1366.39,1357.1725000000001,57.09377467396804,0.35768496,14.507592,1140.4129000000003
2022-01-12 07:00:00,1348.62,27.75,0.4706,0.8314,104.64,7,2,1,0,1,1337.32,1397.19,1447.13,1356.06,1355.14875,56.471051014811806,0.39125684000000005,13.05915,770.0625
2022-01-12 08:00:00,1319.08,32.16,0.4065,0.8397,87.01,8,2,1,0,1,1348.62,1380.86,1508.31,1307.42,1352.5745833333333,56.65585859257976,0.34133805,13.073039999999997,1034.2655999999997
2022-01-12 09:00:00,1302.92,28.6,0.4174,0.8121,93.74,9,2,1,0,1,1319.08,1446.29,1475.21,1322.16,1346.6008333333334,53.833045848831254,0.33897054,11.93764,817.96
2022-01-12 10:00:00,1342.83,24.97,0.5342,0.7965,101.46,10,2,1,0,1,1302.92,1421.92,1507.76,1325.63,1343.3054166666666,51.387079578868466,0.4254903,13.338974,623.5008999999999
2022-01-12 11:00:00,1326.08,25.93,0.3285,0.8247,92.22,11,2,1,0,1,1342.83,1415.32,1420.3,1386.23,1339.5870833333333,49.12863571935359,0.27091395,8.518005,672.3649
2022-01-12 12:00:00,1356.21,23.35,0.3763,0.8523,82.17,12,2,1,0,1,1326.08,1372.49,1464.73,1297.91,1338.90875,48.765633686074075,0.32072049,8.786605000000002,545.2225000000001
2022-01-12 13:00:00,1358.91,19.69,0.5025,0.8554,84.58,13,2,1,0,1,1356.21,1389.18,1479.73,1296.85,1337.6475,47.79060988811788,0.42983849999999996,9.894224999999999,387.69610000000006
2022-01-12 14:00:00,1310.69,19.11,0.3993,0.7931,87.65,14,2,1,0,1,1358.91,1398.91,1470.49,1318.07,1333.9716666666666,46.241335702337004,0.31668483000000003,7.630623,365.1921
2022-01-12 15:00:00,1312.85,16.55,0.3605,0.8439,79.64,15,2,1,0,1,1310.69,1430.02,1455.3,1350.03,1329.0895833333334,41.613550623216355,0.30422594999999997,5.966275,273.90250000000003
2022-01-12 16:00:00,1306.73,16.29,0.4489,0.7869,87.94,16,2,1,0,1,1312.85,1367.81,1490.55,1299.98,1326.5445833333333,41.00585663145787,0.35323941000000003,7.312581,265.36409999999995
2022-01-12 17:00:00,1372.61,16.6,0.3882,0.8397,86.59,17,2,1,0,1,1306.73,1404.87,1458.65,1291.93,1325.2004166666668,38.795918261227506,0.32597154,6.444120000000001,275.56000000000006
2022-01-12 18:00:00,1302.19,18.19,0.3634,0.8384,84.19,18,2,1,0,1,1372.61,1385.89,1458.46,1323.87,1321.7129166666666,36.81456782534077,0.30467456000000004,6.610246,330.87610000000006
2022-01-12 19:00:00,1314.39,12.82,0.3862,0.7959,86.38,19,2,1,0,1,1302.19,1368.9,1429.31,1297.73,1319.4416666666666,35.43235056648948,0.30737658,4.951084,164.35240000000002
2022-01-12 20:00:00,1332.06,20.37,0.3398,0.8503,79.68,20,2,1,0,1,1314.39,1390.42,1471.2,1320.04,1317.01,32.205029447883796,0.28893194,6.9217260000000005,414.93690000000004
2022-01-12 21:00:00,1312.11,13.48,0.3183,0.8651,91.31,21,2,1,0,1,1332.06,1350.06,1448.81,1277.05,1315.42875,31.43417502081226,0.27536133,4.290684000000001,181.71040000000002
2022-01-12 22:00:00,1278.24,18.75,0.3604,0.8289,91.35,22,2,1,0,1,1312.11,1294.72,1389.12,1240.72,1314.7420833333333,32.07959109833161,0.29873556,6.7575,351.5625
2022-01-12 23:00:00,1276.44,22.17,0.3128,0.8329,87.77,23,2,1,0,1,1278.24,1344.15,1417.14,1186.58,1311.9208333333333,32.357044111338496,0.26053112,6.934776000000001,491.5089000000001
2022-01-13 00:00:00,1254.44,23.64,0.3616,0.8596,82.9,0,3,1,0,1,1276.44,1310.45,1346.88,1252.67,1309.5870833333333,34.4217262633527,0.31083136,8.548224,558.8496
2022-01-13 01:00:00,1265.75,23.91,0.3769,0.8074,81.81,1,3,1,0,1,1254.44,1290.21,1360.69,1210.12,1308.5679166666666,35.36945390282362,0.30430906,9.011679,571.6881
2022-01-13 02:00:00,1242.28,26.68,0.4004,0.8078,101.04,2,3,1,0,1,1265.75,1258.17,1357.4,1223.01,1307.9058333333332,36.4850044141611,0.32344312,10.682672,711.8224
2022-01-13 03:00:00,1239.98,27.78,0.4131,0.813,90.13,3,3,1,0,1,1242.28,1305.81,1359.98,1237.31,1305.1629166666667,39.034843796965816,0.3358503,11.475918000000002,771.7284000000001
2022-01-13 04:00:00,1244.38,28.87,0.3357,0.8305,95.2,4,3,1,0,1,1239.98,1267.26,1351.8,1212.6,1304.2095833333333,40.2609192835666,0.27879885,9.691659,833.4769000000001
2022-01-13 05:00:00,1254.74,32.56,0.3808,0.8303,103.22,5,3,1,0,1,1244.38,1243.92,1351.89,1211.21,1304.6604166666668,39.611803848935764,0.31617824000000005,12.398848000000001,1060.1536
2022-01-13 06:00:00,1333.34,31.85,0.3806,0.8185,94.71,6,3,1,0,1,1254.74,1337.32,1450.9,1274.35,1304.4945833333334,39.4772335028194,0.3115211,12.122110000000001,1014.4225000000001
2022-01-13 07:00:00,1305.72,29.49,0.373,0.8235,113.06,7,3,1,0,1,1333.34,1348.62,1397.19,1269.29,1302.7070833333335,38.34747352702245,0.3071655,10.99977,869.6600999999999
2022-01-13 08:00:00,1286.74,31.89,0.3336,0.8187,101.11,8,3,1,0,1,1305.72,1319.08,1380.86,1344.88,1301.3595833333334,38.31531530309061,0.27311832,10.638504000000001,1016.9721000000001
2022-01-13 09:00:00,1304.75,29.44,0.3077,0.8195,105.75,9,3,1,0,1,1286.74,1302.92,1446.29,1297.59,1301.4358333333332,38.32037622542162,0.25216014999999997,9.058688,866.7136
2022-01-13 10:00:00,1335.72,28.81,0.386,0.8139,101.53,10,3,1,0,1,1304.75,1342.83,1421.92,1306.07,1301.1395833333333,38.01269759014213,0.3141654,11.120659999999999,830.0160999999999
2022-01-13 11:00:00,1304.96,26.52,0.2778,0.814,81.24,11,3,1,0,1,1335.72,1326.08,1415.32,1290.68,1300.2595833333332,37.65298342347245,0.22612919999999997,7.367255999999999,703.3104
2022-01-13 12:00:00,1301.65,21.54,0.3525,0.7891,95.1,12,3,1,0,1,1304.96,1356.21,1372.49,1304.83,1297.9862500000002,35.725788860062856,0.27815775,7.592849999999999,463.97159999999997
2022-01-13 13:00:00,1276.55,20.02,0.2413,0.8246,88.73,13,3,1,0,1,1301.65,1358.91,1389.18,1270.7,1294.5545833333333,33.50588085683797,0.19897598,4.830826,400.80039999999997
2022-01-13 14:00:00,1288.37,20.72,0.3056,0.7899,86.12,14,3,1,0,1,1276.55,1310.69,1398.91,1287.4,1293.6245833333335,33.34793716052289,0.24139344,6.332031999999999,429.31839999999994
