timestamp,value,temperature,demand_factor,operational_efficiency,energy_price,hour,day_of_week,month,is_weekend
2022-01-06 02:00:00,1223.01,28.12,0.2983,0.8172,84.42,2,3,1,0
2022-01-06 03:00:00,1237.31,24.17,0.3451,0.8494,95.42,3,3,1,0
2022-01-06 04:00:00,1212.6,29.43,0.2845,0.8589,96.18,4,3,1,0
2022-01-06 05:00:00,1211.21,33.45,0.2678,0.8524,102.2,5,3,1,0
2022-01-06 06:00:00,1274.35,27.37,0.2835,0.8541,98.29,6,3,1,0
2022-01-06 07:00:00,1269.29,27.96,0.2778,0.8027,97.07,7,3,1,0
2022-01-06 08:00:00,1344.88,28.5,0.3381,0.8319,96.96,8,3,1,0
2022-01-06 09:00:00,1297.59,26.04,0.2929,0.8365,91.22,9,3,1,0
2022-01-06 10:00:00,1306.07,22.3,0.2522,0.8701,91.02,10,3,1,0
2022-01-06 11:00:00,1290.68,23.62,0.3342,0.8293,92.75,11,3,1,0
2022-01-06 12:00:00,1304.83,19.29,0.3462,0.7948,81.44,12,3,1,0
2022-01-06 13:00:00,1270.7,20.31,0.221,0.8207,91.51,13,3,1,0
2022-01-06 14:00:00,1287.4,15.6,0.3683,0.8275,83.82,14,3,1,0
2022-01-06 15:00:00,1340.86,18.89,0.3139,0.7975,88.7,15,3,1,0
2022-01-06 16:00:00,1333.57,12.97,0.3143,0.8599,71.17,16,3,1,0
2022-01-06 17:00:00,1287.74,13.1,0.3553,0.8091,70.21,17,3,1,0
2022-01-06 18:00:00,1346.68,15.11,0.2819,0.8493,77.65,18,3,1,0
2022-01-06 19:00:00,1324.41,11.3,0.3635,0.8185,76.78,19,3,1,0
2022-01-06 20:00:00,1318.5,15.03,0.303,0.8704,74.92,20,3,1,0
2022-01-06 21:00:00,1315.39,18.47,0.2544,0.8347,72.49,21,3,1,0
2022-01-06 22:00:00,1246.66,14.31,0.285,0.8306,79.6,22,3,1,0
2022-01-06 23:00:00,1283.29,19.83,0.3702,0.8506,84.48,23,3,1,0
2022-01-07 00:00:00,1227.11,22.07,0.302,0.8199,79.48,0,4,1,0
2022-01-07 01:00:00,1277.21,25.19,0.4375,0.8514,86.6,1,4,1,0
2022-01-07 02:00:00,1264.89,23.09,0.4245,0.8302,93.01,2,4,1,0
2022-01-07 03:00:00,1269.52,24.59,0.44,0.8279,97.15,3,4,1,0
2022-01-07 04:00:00,1250.56,29.56,0.3882,0.838,93.41,4,4,1,0
2022-01-07 05:00:00,1260.36,29.92,0.4038,0.8179,91.87,5,4,1,0
2022-01-07 06:00:00,1327.61,30.11,0.3404,0.8358,96.83,6,4,1,0
2022-01-07 07:00:00,1337.9,30.04,0.4593,0.8463,94.92,7,4,1,0
2022-01-07 08:00:00,1321.92,27.2,0.4382,0.7933,87.67,8,4,1,0
2022-01-07 09:00:00,1340.74,27.76,0.4575,0.8612,91.19,9,4,1,0
2022-01-07 10:00:00,1365.74,26.24,0.5237,0.8556,88.47,10,4,1,0
2022-01-07 11:00:00,1347.53,22.31,0.4193,0.8021,89.15,11,4,1,0
2022-01-07 12:00:00,1366.3,25.41,0.4539,0.799,82.82,12,4,1,0
2022-01-07 13:00:00,1360.94,20.56,0.4873,0.8559,81.2,13,4,1,0
2022-01-07 14:00:00,1351.31,15.31,0.4351,0.8543,80.66,14,4,1,0
2022-01-07 15:00:00,1362.61,17.36,0.4835,0.8514,82.73,15,4,1,0
2022-01-07 16:00:00,1387.16,12.84,0.5287,0.8104,78.45,16,4,1,0
2022-01-07 17:00:00,1379.26,15.58,0.4991,0.8754,90.35,17,4,1,0
2022-01-07 18:00:00,1427.78,16.06,0.5923,0.8236,70.4,18,4,1,0
2022-01-07 19:00:00,1368.45,12.38,0.4628,0.8435,81.66,19,4,1,0
2022-01-07 20:00:00,1402.05,16.76,0.6061,0.8436,77.75,20,4,1,0
2022-01-07 21:00:00,1412.28,16.94,0.5946,0.8704,72.8,21,4,1,0
2022-01-07 22:00:00,1330.07,19.43,0.5448,0.841,79.98,22,4,1,0
2022-01-07 23:00:00,1361.2,23.52,0.5388,0.8467,76.76,23,4,1,0
2022-01-08 00:00:00,1153.48,21.31,0.4928,0.8368,87.37,0,5,1,1
2022-01-08 01:00:00,1210.76,22.38,0.5688,0.8143,88.05,1,5,1,1
2022-01-08 02:00:00,1238.34,24.05,0.6726,0.7918,88.6,2,5,1,1
2022-01-08 03:00:00,1230.97,25.86,0.6291,0.8388,116.04,3,5,1,1
2022-01-08 04:00:00,1245.39,28.62,0.7017,0.8098,100.85,4,5,1,1
2022-01-08 05:00:00,1226.05,30.27,0.6242,0.845,96.0,5,5,1,1
2022-01-08 06:00:00,1313.31,30.42,0.7021,0.8409,98.23,6,5,1,1
2022-01-08 07:00:00,1300.84,31.26,0.6422,0.8403,97.76,7,5,1,1
2022-01-08 08:00:00,1290.0,28.84,0.6411,0.8167,96.46,8,5,1,1
2022-01-08 09:00:00,1316.87,30.46,0.6952,0.8584,92.73,9,5,1,1
2022-01-08 10:00:00,1325.45,25.38,0.6784,0.8471,99.92,10,5,1,1
2022-01-08 11:00:00,1306.42,29.43,0.6454,0.8139,101.14,11,5,1,1
2022-01-08 12:00:00,1331.52,23.18,0.7241,0.8789,94.65,12,5,1,1
2022-01-08 13:00:00,1329.16,18.16,0.7491,0.8332,84.96,13,5,1,1
2022-01-08 14:00:00,1344.19,15.81,0.8175,0.8107,82.24,14,5,1,1
2022-01-08 15:00:00,1366.5,17.27,0.8111,0.8221,85.91,15,5,1,1
2022-01-08 16:00:00,1347.14,14.6,0.8352,0.807,75.11,16,5,1,1
2022-01-08 17:00:00,1345.79,15.69,0.8198,0.8643,86.49,17,5,1,1
2022-01-08 18:00:00,1376.08,14.94,0.8099,0.8587,81.59,18,5,1,1
2022-01-08 19:00:00,1332.75,14.13,0.7409,0.8518,76.61,19,5,1,1
2022-01-08 20:00:00,1381.25,13.39,0.8188,0.848,80.45,20,5,1,1
2022-01-08 21:00:00,1363.56,13.34,0.8497,0.8618,83.8,21,5,1,1
2022-01-08 22:00:00,1325.84,17.14,0.901,0.832,80.64,22,5,1,1
2022-01-08 23:00:00,1327.6,21.69,0.8705,0.8452,90.4,23,5,1,1
2022-01-09 00:00:00,1288.3,22.49,0.9058,0.8204,94.22,0,6,1,1
2022-01-09 01:00:00,1250.3,21.65,0.7996,0.8335,97.73,1,6,1,1
2022-01-09 02:00:00,1282.15,26.43,0.8418,0.8455,90.55,2,6,1,1
2022-01-09 03:00:00,1311.43,28.52,0.8863,0.7748,94.5,3,6,1,1
2022-01-09 04:00:00,1304.01,27.26,0.9292,0.824,90.87,4,6,1,1
2022-01-09 05:00:00,1295.49,30.15,0.8698,0.8396,89.36,5,6,1,1
2022-01-09 06:00:00,1370.44,30.24,0.8785,0.8347,95.9,6,6,1,1
2022-01-09 07:00:00,1390.68,27.58,0.9221,0.8271,92.97,7,6,1,1
2022-01-09 08:00:00,1364.23,29.79,0.8363,0.8479,105.66,8,6,1,1
2022-01-09 09:00:00,1403.97,28.93,0.9774,0.8219,92.97,9,6,1,1
2022-01-09 10:00:00,1380.68,28.33,0.857,0.8115,95.49,10,6,1,1
2022-01-09 11:00:00,1373.62,26.35,0.8087,0.8596,87.7,11,6,1,1
2022-01-09 12:00:00,1388.29,19.43,0.9083,0.8567,97.2,12,6,1,1
2022-01-09 13:00:00,1415.28,18.25,0.9955,0.8238,84.76,13,6,1,1
2022-01-09 14:00:00,1452.19,19.24,0.9423,0.8343,77.14,14,6,1,1
2022-01-09 15:00:00,1415.85,17.59,0.9525,0.8525,84.67,15,6,1,1
2022-01-09 16:00:00,1416.24,16.33,0.9186,0.8364,81.07,16,6,1,1
2022-01-09 17:00:00,1427.97,22.22,0.91,0.8461,84.82,17,6,1,1
2022-01-09 18:00:00,1357.26,15.39,0.8411,0.8449,77.73,18,6,1,1
2022-01-09 19:00:00,1360.34,16.81,0.8056,0.829,79.42,19,6,1,1
2022-01-09 20:00:00,1391.92,17.25,0.9283,0.8456,72.37,20,6,1,1
2022-01-09 21:00:00,1383.62,17.93,0.9835,0.8159,85.71,21,6,1,1
2022-01-09 22:00:00,1329.33,17.66,0.9341,0.843,83.96,22,6,1,1
2022-01-09 23:00:00,1342.11,21.75,0.9467,0.8336,85.47,23,6,1,1
2022-01-10 00:00:00,1445.67,20.77,0.9929,0.8278,87.57,0,0,1,0
2022-01-10 01:00:00,1409.99,23.92,0.928,0.81,89.92,1,0,1,0
2022-01-10 02:00:00,1410.07,25.37,0.9028,0.8375,98.03,2,0,1,0
2022-01-10 03:00:00,1397.56,28.17,0.865,0.8356,91.26,3,0,1,0
2022-01-10 04:00:00,1442.74,33.91,1.0,0.8179,101.23,4,0,1,0
2022-01-10 05:00:00,1384.52,26.36,0.925,0.8027,90.52,5,0,1,0
2022-01-10 06:00:00,1476.75,31.75,0.8473,0.8017,89.34,6,0,1,0
2022-01-10 07:00:00,1447.13,26.89,0.8313,0.8294,105.67,7,0,1,0
2022-01-10 08:00:00,1508.31,28.38,0.9476,0.8406,92.54,8,0,1,0
2022-01-10 09:00:00,1475.21,30.25,0.8278,0.8714,96.62,9,0,1,0
2022-01-10 10:00:00,1507.76,26.55,0.9666,0.8334,92.72,10,0,1,0
2022-01-10 11:00:00,1420.3,22.35,0.7301,0.8017,93.4,11,0,1,0
2022-01-10 12:00:00,1464.73,21.01,0.9327,0.83,89.38,12,0,1,0
2022-01-10 13:00:00,1479.73,21.74,0.8792,0.8591,91.79,13,0,1,0
2022-01-10 14:00:00,1470.49,17.0,0.8538,0.8204,77.05,14,0,1,0
2022-01-10 15:00:00,1455.3,17.25,0.8318,0.8563,85.51,15,0,1,0
2022-01-10 16:00:00,1490.55,15.65,0.9275,0.8374,80.35,16,0,1,0
2022-01-10 17:00:00,1458.65,13.46,0.8604,0.8468,71.98,17,0,1,0
2022-01-10 18:00:00,1458.46,18.79,0.7718,0.8709,76.68,18,0,1,0
2022-01-10 19:00:00,1429.31,16.06,0.7225,0.7969,71.69,19,0,1,0
2022-01-10 20:00:00,1471.2,11.55,0.8087,0.8515,72.37,20,0,1,0
2022-01-10 21:00:00,1448.81,17.25,0.7908,0.8316,80.18,21,0,1,0
2022-01-10 22:00:00,1389.12,17.22,0.7057,0.8145,90.4,22,0,1,0
2022-01-10 23:00:00,1417.14,22.19,0.7696,0.8314,88.47,23,0,1,0
2022-01-11 00:00:00,1346.88,20.98,0.7341,0.8672,96.03,0,1,1,0
2022-01-11 01:00:00,1360.69,24.42,0.7536,0.86,92.53,1,1,1,0
2022-01-11 02:00:00,1357.4,27.6,0.7795,0.7932,102.35,2,1,1,0
2022-01-11 03:00:00,1359.98,29.99,0.8078,0.8177,103.93,3,1,1,0
2022-01-11 04:00:00,1351.8,27.14,0.7684,0.8519,93.57,4,1,1,0
2022-01-11 05:00:00,1351.89,29.68,0.6765,0.8326,99.71,5,1,1,0
2022-01-11 06:00:00,1450.9,29.68,0.7206,0.8326,96.12,6,1,1,0
2022-01-11 07:00:00,1397.19,29.06,0.6948,0.8015,98.7,7,1,1,0
2022-01-11 08:00:00,1380.86,33.11,0.6144,0.8179,106.75,8,1,1,0
2022-01-11 09:00:00,1446.29,29.13,0.6903,0.8055,93.69,9,1,1,0
2022-01-11 10:00:00,1421.92,24.15,0.7525,0.7996,88.93,10,1,1,0
2022-01-11 11:00:00,1415.32,26.59,0.6505,0.8074,86.88,11,1,1,0
2022-01-11 12:00:00,1372.49,26.94,0.5584,0.8139,87.95,12,1,1,0
2022-01-11 13:00:00,1389.18,22.7,0.6289,0.8172,106.1,13,1,1,0
2022-01-11 14:00:00,1398.91,15.68,0.5559,0.8155,92.35,14,1,1,0
2022-01-11 15:00:00,1430.02,16.1,0.6491,0.8527,68.59,15,1,1,0
2022-01-11 16:00:00,1367.81,18.34,0.6215,0.8141,81.21,16,1,1,0
2022-01-11 17:00:00,1404.87,13.61,0.5761,0.8607,77.28,17,1,1,0
2022-01-11 18:00:00,1385.89,15.65,0.5575,0.8224,85.05,18,1,1,0
2022-01-11 19:00:00,1368.9,16.59,0.553,0.8408,74.59,19,1,1,0
2022-01-11 20:00:00,1390.42,14.0,0.5537,0.8414,76.34,20,1,1,0
2022-01-11 21:00:00,1350.06,17.02,0.5044,0.8139,80.28,21,1,1,0
2022-01-11 22:00:00,1294.72,12.32,0.4636,0.8252,81.78,22,1,1,0
2022-01-11 23:00:00,1344.15,18.69,0.58,0.8217,90.94,23,1,1,0
2022-01-12 00:00:00,1310.45,22.32,0.494,0.8391,88.63,0,2,1,0
2022-01-12 01:00:00,1290.21,22.41,0.5121,0.829,97.94,1,2,1,0
2022-01-12 02:00:00,1258.17,30.11,0.5086,0.8166,91.32,2,2,1,0
2022-01-12 03:00:00,1305.81,25.65,0.5012,0.8338,101.8,3,2,1,0
2022-01-12 04:00:00,1267.26,28.91,0.4175,0.8382,93.31,4,2,1,0
2022-01-12 05:00:00,1243.92,30.87,0.3837,0.8683,103.19,5,2,1,0
2022-01-12 06:00:00,1337.32,33.77,0.4296,0.8326,97.99,6,2,1,0
2022-01-12 07:00:00,1348.62,27.75,0.4706,0.8314,104.64,7,2,1,0
2022-01-12 08:00:00,1319.08,32.16,0.4065,0.8397,87.01,8,2,1,0
2022-01-12 09:00:00,1302.92,28.6,0.4174,0.8121,93.74,9,2,1,0
2022-01-12 10:00:00,1342.83,24.97,0.5342,0.7965,101.46,10,2,1,0
2022-01-12 11:00:00,1326.08,25.93,0.3285,0.8247,92.22,11,2,1,0
2022-01-12 12:00:00,1356.21,23.35,0.3763,0.8523,82.17,12,2,1,0
2022-01-12 13:00:00,1358.91,19.69,0.5025,0.8554,84.58,13,2,1,0
2022-01-12 14:00:00,1310.69,19.11,0.3993,0.7931,87.65,14,2,1,0
2022-01-12 15:00:00,1312.85,16.55,0.3605,0.8439,79.64,15,2,1,0
2022-01-12 16:00:00,1306.73,16.29,0.4489,0.7869,87.94,16,2,1,0
2022-01-12 17:00:00,1372.61,16.6,0.3882,0.8397,86.59,17,2,1,0
2022-01-12 18:00:00,1302.19,18.19,0.3634,0.8384,84.19,18,2,1,0
2022-01-12 19:00:00,1314.39,12.82,0.3862,0.7959,86.38,19,2,1,0
2022-01-12 20:00:00,1332.06,20.37,0.3398,0.8503,79.68,20,2,1,0
2022-01-12 21:00:00,1312.11,13.48,0.3183,0.8651,91.31,21,2,1,0
2022-01-12 22:00:00,1278.24,18.75,0.3604,0.8289,91.35,22,2,1,0
2022-01-12 23:00:00,1276.44,22.17,0.3128,0.8329,87.77,23,2,1,0
2022-01-13 00:00:00,1254.44,23.64,0.3616,0.8596,82.9,0,3,1,0
2022-01-13 01:00:00,1265.75,23.91,0.3769,0.8074,81.81,1,3,1,0
2022-01-13 02:00:00,1242.28,26.68,0.4004,0.8078,101.04,2,3,1,0
2022-01-13 03:00:00,1239.98,27.78,0.4131,0.813,90.13,3,3,1,0
2022-01-13 04:00:00,1244.38,28.87,0.3357,0.8305,95.2,4,3,1,0
2022-01-13 05:00:00,1254.74,32.56,0.3808,0.8303,103.22,5,3,1,0
2022-01-13 06:00:00,1333.34,31.85,0.3806,0.8185,94.71,6,3,1,0
2022-01-13 07:00:00,1305.72,29.49,0.373,0.8235,113.06,7,3,1,0
2022-01-13 08:00:00,1286.74,31.89,0.3336,0.8187,101.11,8,3,1,0
2022-01-13 09:00:00,1304.75,29.44,0.3077,0.8195,105.75,9,3,1,0
2022-01-13 10:00:00,1335.72,28.81,0.386,0.8139,101.53,10,3,1,0
2022-01-13 11:00:00,1304.96,26.52,0.2778,0.814,81.24,11,3,1,0
2022-01-13 12:00:00,1301.65,21.54,0.3525,0.7891,95.1,12,3,1,0
2022-01-13 13:00:00,1276.55,20.02,0.2413,0.8246,88.73,13,3,1,0
2022-01-13 14:00:00,1288.37,20.72,0.3056,0.7899,86.12,14,3,1,0
2022-01-13 15:00:00,1345.85,18.8,0.3325,0.844,84.26,15,3,1,0
2022-01-13 16:00:00,1331.01,16.27,0.4355,0.8177,88.1,16,3,1,0
2022-01-13 17:00:00,1334.02,15.76,0.4197,0.8264,90.08,17,3,1,0
2022-01-13 18:00:00,1328.1,17.82,0.3627,0.8213,75.58,18,3,1,0
2022-01-13 19:00:00,1336.27,14.37,0.4323,0.8238,82.3,19,3,1,0
2022-01-13 20:00:00,1347.42,17.45,0.446,0.8539,89.95,20,3,1,0
2022-01-13 21:00:00,1292.59,17.24,0.3998,0.8015,83.52,21,3,1,0
2022-01-13 22:00:00,1244.22,18.87,0.3451,0.796,87.67,22,3,1,0
2022-01-13 23:00:00,1301.01,23.45,0.4108,0.8308,90.18,23,3,1,0
2022-01-14 00:00:00,1252.68,24.98,0.4235,0.8184,102.28,0,4,1,0
2022-01-14 01:00:00,1242.68,27.04,0.3743,0.8355,98.06,1,4,1,0
2022-01-14 02:00:00,1261.69,29.96,0.4621,0.8425,107.11,2,4,1,0
2022-01-14 03:00:00,1261.99,29.06,0.4659,0.806,107.57,3,4,1,0
2022-01-14 04:00:00,1272.28,31.66,0.4826,0.8401,99.34,4,4,1,0
